16.9237 -14.9227 -98.1967 100.7557
2.218 -2.7703 6.8115 7.6818
0.7301 -6.7403 7.5096 10.1293
-1.5438 -86.8471 91.3701 126.0687
-0.8282 0.0695 14802.8013 14802.8014
-0.8367 -0.0363 8.0824 8.1406
-0.0852 0.3125 5.4234 5.4348
-0.1274 -0.5495 339.5439 339.5444
6.5564 -18.2452 22.7623 29.9039
0.3547 -2.0374 3.128 3.7525
0.7112 -8.8873 14.7144 17.2053
24.671 -245.9985 407.3048 476.4674
39.2185 -390.049 644.7466 754.5693
0.5198 -1.3334 1.6391 2.4798
0.6814 -1.1727 0.4145 1.7013
-0.2953 0.1087 -0.0329 0.3458
0.9053 -2.4976 -0.5995 2.727
0.2392 -0.4157 0.1062 0.5107
0.5897 -1.2494 -0.2238 1.4066
1.8835 -1.8221 -4.599 5.2951
0.9754 -0.5091 -1.5711 1.9231
0.4554 -0.5606 -1.2762 1.473
0.5654 0.1222 -3.7708 3.9747
0.9292 -0.4263 -5.4419 5.616
0.4307 -1.2114 -7.4906 7.6015
1.3541 -0.5963 -8.5692 8.6971
5.5554 -4.3584 -37.7903 38.4446
5.2588 -5.6509 -40.5312 41.2768
9.0456 -7.6417 -63.764 64.8638
2.1066 1.0881 41.7394 41.8216
0.8797 0.4533 5.7603 5.8464
0.0718 -0.3749 3.247 3.2724
-0.1087 -1.4945 26.4852 26.5321
-0.0884 -0.6855 7.1226 7.1574
-0.023 -2.8306 40.662 40.7607
-0.3621 -1.2768 12.1598 12.2329
-0.1256 -0.4859 0.8726 1.0163
0.14 -0.2659 1.1051 1.1537
0.7151 -5.1733 7.9238 9.4911
5.9643 -56.2718 92.0903 108.0867
9.8035 -73.6227 119.1772 140.4297
10.091 -89.4626 144.8382 170.5414
1.0181 -10.2458 15.566 18.6637
0.6211 -3.8881 5.8956 7.0909
-0.0042 -0.539 0.6808 0.8796
-0.9204 -4.3949 4.5832 6.4845
-0.146 -1.7949 1.4934 2.5211
0.283 -2.6506 -1.5411 3.0823
0.2959 -1.7616 1.4526 2.4867
0.0572 -0.9545 1.4317 1.9607
6.0055 -15.3788 27.1569 31.7819
2.549 -6.6492 10.9615 13.0723
3.1626 -2.9204 -19.1255 19.6045
11.2439 -8.6523 -65.691 67.2058
8.994 -7.5054 -51.5339 52.8487
13.6814 -10.7011 -78.383 80.2859
5.6876 -4.4196 -32.218 33.017
4.3321 -3.4614 -26.3155 26.8938
15.4298 -11.4894 -84.6832 86.841
1.326 -1.3684 -13.28 13.4489
1.3806 -0.2083 -9.9494 10.0906
-0.0459 -0.367 -2.0788 2.116
0.9177 0.0604 -4.8545 4.9428
0.3821 0.2279 -59.5834 59.5871
2.3506 -0.4545 -356.9258 356.9338
2.223 -0.2148 -411.7385 411.7446
1.0995 -0.1923 -167.8506 167.8544
0.335 -0.1471 -109.0731 109.0738
0.0159 -0.4979 -2383.8932 2383.8933
0.3914 -0.1273 -4530.0557 4530.0558
0.7613 -1.4778 -26359.0789 26359.079
-52.4059 88.7711 -199.46 224.5239
-1.4112 2.6624 -5.9835 6.7009
-4.0227 6.573 -14.7127 16.6093
-27.4223 43.1243 -97.4779 110.062
-80.6931 129.281 -291.1199 328.5967
-5.2824 8.5459 -18.8189 21.3332
-7.5645 11.8338 -27.082 30.5076
-12.2089 20.518 -44.9703 50.9156
-29.2601 47.3936 -107.6596 121.2143
-25.2058 40.8945 -92.8825 104.57
-4.1948 6.3327 -14.8908 16.717
-15.8369 25.3138 -59.3321 66.4288
-0.5195 0.9324 -1.6947 2.0077
-4.0793 7.7225 -16.1523 18.3628
-1.6919 3.0929 -8.1938 8.9693
-2.2277 4.6029 -9.8021 11.0956
1.1471 -0.2067 -2.6692 2.916
0.5255 -0.0485 -0.877 1.033
0.3456 -0.7401 -1.9177 2.2858
0.8657 0.0615 -0.3541 1.5207
1.068 0.1527 0.4323 1.1706
2.4898 -0.4875 2.2852 3.6158
1.2836 -0.2601 1.0874 1.9437
0.3502 0.1112 0.2727 0.4784
5.7567 0.7307 3.6611 6.9254
1.1332 0.6256 0.9442 1.6083
1.01 0.2266 0.7482 1.2848
52.1755 14.1782 39.2291 66.8001
44.5871 11.6092 33.0146 56.6813
17.1663 5.223 12.8563 22.0741
122.2417 33.2335 90.2504 155.5399
19.6523 6.2518 14.8261 25.4165
16.7417 4.9382 12.572 21.5316
0.5407 0.3149 0.1057 0.6498
4.0636 -4.7892 9.0405 11.0091
4.5334 -4.7092 8.4401 10.6763
0.6738 -6.9184 8.3099 10.8453
-0.9059 -36.2709 38.2951 52.7535
0.4579 -1.4332 3632.6807 3632.6811
-0.8078 -0.2155 13758.7026 13758.7026
-0.5079 -0.0367 14.305 14.3147
-0.3309 -0.0226 2.3162 2.344
-0.2403 -0.2186 7.6713 7.6795
0.6227 -0.0157 64.6116 64.6214
0.1037 0.4828 81.3401 81.3493
-0.3137 0.2864 117.3874 117.3892
0.2278 0.4309 105.6836 105.6848
1.2445 -3.3842 4.7585 5.972
0.1143 -0.3856 1.3784 1.4427
1.3539 -2.0998 -2.9791 3.8906
-0.1487 -1.2931 -1.4688 2.0247
0.2028 0.3491 -1.0216 1.1073
0.081 -0.7386 -3.1829 3.3056
1.4248 -1.5533 -11.1413 11.3398
1.6554 -2.1285 -14.9525 15.1944
0.9909 -0.5458 -5.8189 5.9295
0.4761 -1.118 -8.6118 8.6983
4.0355 -3.9338 -33.4222 33.8943
3.8114 -3.8526 -33.3447 33.7825
0.6093 -0.6798 -7.2037 7.2627
3.5604 -2.7237 -22.1027 22.5531
1.138 6.0114 168.6789 168.7899
1.3355 4.8584 162.3633 162.4415
0.5658 2.703 72.7038 72.7563
0.2244 0.2558 14.0323 14.0372
0.5705 0.2538 16.392 16.4044
0.1664 -0.605 13.4822 13.506
-0.0883 -2.3822 31.2836 31.3746
0.2554 0.3278 2.1699 2.2647
0.1364 -0.9602 5.6797 5.7833
0.4167 -0.6462 2.465 2.5859
1.3114 -7.0926 9.5113 11.9377
0.3012 -2.4392 3.4451 4.2342
1.7252 -5.8166 7.5526 9.6887
1.9506 -18.8815 31.0461 36.3926
5.1423 -50.7837 84.662 98.8591
4.6952 -45.2408 74.9273 87.6522
0.5284 -8.3654 13.7553 16.1086
-1.3672 -8.0008 12.2796 14.7497
-0.0955 -4.5825 5.7098 7.382
-0.0318 -2.4978 3.5879 4.374
-0.2853 -1.1606 0.8026 1.4464
0.7656 -2.2991 3.15 3.9767
0.7752 -2.3627 4.2614 4.9585
1.5743 -3.2356 6.1282 7.1079
34.6656 -26.3214 -194.6833 199.4897
27.0149 -20.8117 -155.8654 159.5531
1.6971 -1.201 -9.1684 9.4022
6.0554 -4.6704 -34.9952 35.8213
4.791 -3.733 -30.6985 31.2938
0.9299 -0.3359 -4.2023 4.3193
-0.0519 0.3448 -2.6339 2.6606
0.2194 -0.3498 -2.2162 2.2587
0.5942 -0.4344 -6.0552 6.1013
0.8632 -0.131 -50.0527 50.0605
0.4635 0.6195 -39.7997 39.8074
0.5843 -0.1571 -57.5567 57.5621
0.4857 -0.1354 -76.3558 76.3576
